genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,lon,lat
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.67913,35.622446
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.678735,35.670766
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.661806,35.669249
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.646355,35.676323
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.629823,35.694297
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.608268,35.663138
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.585907,35.661908
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.556436,35.679132
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.540647,35.681846
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.513996,35.654959
Valid,Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,-83.485333,35.67369
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.337765,35.577303
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.307885,35.521099
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.302211,35.537099
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.299359,35.508642
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.296068,35.513103
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.269606,35.762874
Pantherophis_alleghaniensis,Pantherophis  alleghaniensis,13338,Black Ratsnake,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.196713,35.747218
