genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,lon,lat
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.937003,35.611528
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.830672,35.611813
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.830617,35.589895
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.830303,35.590082
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.826039,35.593075
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.8248,35.601451
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.819412,35.588814
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.814213,35.624033
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.812424,35.602903
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.811353,35.648254
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.807565,35.644134
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.807445,35.611672
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.807111,35.608435
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.807071,35.608886
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.806812,35.609055
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.80678,35.645062
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.80673,35.608263
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.806735,35.608407
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.806463,35.6079
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.806151,35.60907
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.805997,35.609398
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.805686,35.610631
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.798704,35.589514
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.795524,35.600575
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.795192,35.600853
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.794035,35.602799
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.790157,35.602673
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.790011,35.602298
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.789983,35.602443
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.789943,35.602236
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.789939,35.602453
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.789746,35.602295
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.789727,35.602367
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.786445,35.603831
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.773987,35.603587
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.772348,35.606293
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.767,35.478429
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.73221,35.638784
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.731059,35.637737
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.722071,35.637697
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.691728,35.642589
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.689423,35.641361
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.678158,35.670707
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.641878,35.681919
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.630497,35.693958
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.630365,35.693961
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.59393,35.667513
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.557674,35.472089
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.529119,35.700567
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.526441,35.451817
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.488346,35.680028
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.433439,35.467079
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.431717,35.49293
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.429753,35.654986
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.425928,35.486268
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.412907,35.482779
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.30576,35.568969
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.304177,35.513679
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.299214,35.512466
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.298607,35.512063
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.224727,35.608154
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.173357,35.56704
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.079194,35.643478
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.07351,35.646172
Coluber_constrictor_constrictor,Coluber  constrictor constrictor,9603,Northern Black Racer,Reptile,Ecological Framework: Biological Integrity | Focal Species or Communities | Amphibians and Reptiles,-83.059209,35.589382
